ORCH_1_Dstop(%),ORCH_1_Drestart(%),ORCH_1_Fstop(%),ORCH_1_Frestart(%),PSCS__TAU(%),HUM_1_VEL(%),HUM_2_VEL(%),HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X(%),HUM_1_POS_Y(%),HUM_2_POS_X(%),HUM_2_POS_Y(%),ROB_1_VEL(%),ROB_1_CHG(%)
0.19466356734240337,0.022239650127395195,0.15772020511232496,0.06649647365612817,0.0,0.1811878707256706,0.10050093384590103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18197459923514267,0.0
0.012781251209537815,0.07613467933752478,0.029446407156414885,0.00930774121536008,0.0,0.0036447639809245353,0.10213161331611309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10490481139885516,0.0002633769230770281
0.17429660866582103,0.05064904130656043,0.057997848733967544,0.028630092907100016,0.0,0.0032227151173494966,0.10802073202477312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06539337412363397,0.0
0.01747092830478749,0.0024293579466144522,0.003090056170983087,0.16056729372943962,0.0,0.16229633238171337,0.0345745630700506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013326066605075125,0.0
0.19466356734240337,0.022239650127395195,0.15772020511232496,0.06649647365612817,0.0,0.1811878707256706,0.10050093384590103,0.0,0.0,0.0,0.0,0.0,0.0,0.0009022727272727334,0.002716666666666659,0.018865909090909037,0.0002166666666666591,0.18197459923514267,4.138461537905866e-06
0.19466356734240337,0.022239650127395195,0.15772020511232496,0.06649647365612817,0.0,0.047383557845757956,0.10050093384590103,0.0,0.0,0.0,0.0,0.0,0.0,0.026645454545454535,0.015633333333333325,0.007272727272727273,6.66666666666534e-05,0.18197459923514267,1.2007692307819816e-05
0.01747092830478749,0.0024293579466144522,0.003090056170983087,0.16056729372943962,0.0,0.16229633238171337,0.0345745630700506,0.0,0.0,0.0,0.0,0.0,0.0,0.09459545454545455,0.04173333333333332,0.09142045454545454,0.009649999999999987,0.013326066605075125,7.2230769235878e-06
0.17429660866582103,0.05064904130656043,0.057997848733967544,0.028630092907100016,0.0,0.0032227151173494966,0.10802073202477312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06539337412363397,0.0
0.012781251209537815,0.07613467933752478,0.029446407156414885,0.00930774121536008,0.0,0.0036447639809245353,0.10213161331611309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10490481139885516,0.0
0.17429660866582103,0.05064904130656043,0.057997848733967544,0.028630092907100016,0.0,0.0032227151173494966,0.10802073202477312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06539337412363397,0.0
0.012781251209537815,0.07613467933752478,0.029446407156414885,0.00930774121536008,0.0,0.0036447639809245353,0.10213161331611309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10490481139885516,4.076923076741403e-06
0.01747092830478749,0.0024293579466144522,0.003090056170983087,0.16056729372943962,0.0,0.16229633238171337,0.0345745630700506,0.0,0.0,0.0,0.0,0.0,0.0,0.07927045454545455,0.0016166666666666647,0.11273409090909095,0.013483333333333338,0.013326066605075125,8.215384616013698e-06
0.17379970026582114,0.0502516329065605,0.04815280540063415,0.013893592573766727,0.0022222222222222222,0.01101491002550757,0.11384375888191604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728925726950625,2.5838461537885068e-05
